DexID,Pokemon,Move1_Level,Move1_Name,Move2_Level,Move2_Name,Move3_Level,Move3_Name,Move4_Level,Move4_Name,Move5_Level,Move5_Name,Move6_Level,Move6_Name,Move7_Level,Move7_Name,Move8_Level,Move8_Name,Move9_Level,Move9_Name,Move10_Level,Move10_Name,Move11_Level,Move11_Name,Move12_Level,Move12_Name,Move13_Level,Move13_Name,Move14_Level,Move14_Name,Move15_Level,Move15_Name,Move16_Level,Move16_Name,Move17_Level,Move17_Name,Move18_Level,Move18_Name,Move19_Level,Move19_Name,Move20_Level,Move20_Name,Move21_Level,Move21_Name,Move22_Level,Move22_Name,Move23_Level,Move23_Name,Move24_Level,Move24_Name,Move25_Level,Move25_Name,Move26_Level,Move26_Name
160,SLOWCHUM,1,TACKLE,1,METAL SOUND,6,THUNDERSHOCK,11,SUPERSONIC,16,SONICBOOM,21,THUNDER WAVE,26,SHOCK WAVE,32,LOCK-ON,38,SWIFT,44,SCREECH,50,ZAP CANNON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,MAGNEMITE,1,TACKLE,1,SUPERSONIC,1,THUNDERSHOCK,1,METAL SOUND,6,THUNDERSHOCK,11,SUPERSONIC,16,SONICBOOM,21,THUNDER WAVE,23,TRI ATTACK,26,SHOCK WAVE,32,LOCK-ON,38,SWIFT,44,SCREECH,50,ZAP CANNON,54,THUNDERBOLT,,,,,,,,,,,,,,,,,,,,,,
162,MAGNETON,1,TACKLE,1,SUPERSONIC,1,THUNDERSHOCK,1,METAL SOUND,6,THUNDERSHOCK,11,SUPERSONIC,16,SONICBOOM,21,THUNDER WAVE,23,TRI ATTACK,26,SHOCK WAVE,32,LOCK-ON,36,FLASH CANNON,38,SWIFT,44,SCREECH,50,ZAP CANNON,54,THUNDERBOLT,,,,,,,,,,,,,,,,,,,,
163,MAGNEZONE,1,TACKLE,1,SUPERSONIC,1,THUNDERSHOCK,1,METAL SOUND,6,THUNDERSHOCK,11,SUPERSONIC,16,SONICBOOM,21,THUNDER WAVE,23,TRI ATTACK,26,SHOCK WAVE,32,LOCK-ON,36,FLASH CANNON,38,SWIFT,44,SCREECH,50,ZAP CANNON,54,THUNDERBOLT,59,HYPER BEAM,65,OVERHEAT,69,THUNDER,,,,,,,,,,,,,,
164,MAGNEMELD,1,TACKLE,1,SUPERSONIC,1,THUNDERSHOCK,1,METAL SOUND,6,THUNDERSHOCK,11,SUPERSONIC,16,SONICBOOM,21,THUNDER WAVE,23,TRI ATTACK,26,SHOCK WAVE,32,LOCK-ON,36,FLASH CANNON,38,SWIFT,44,SCREECH,50,ZAP CANNON,54,THUNDERBOLT,59,HYPER BEAM,65,OVERHEAT,69,THUNDER,,,,,,,,,,,,,,
165,MAGNEMASTR,1,PECK,6,SAND-ATTACK,11,LEER,15,FURY ATTACK,20,KNOCK OFF,20,AERIAL ACE,26,FURY CUTTER,31,SWORDS DANCE,36,AGILITY,41,SLASH,46,FALSE SWIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,FARFETCH'D,1,PECK,6,SAND-ATTACK,11,LEER,15,FURY ATTACK,20,KNOCK OFF,20,AERIAL ACE,26,FURY CUTTER,31,SWORDS DANCE,36,AGILITY,41,SLASH,46,FALSE SWIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,FORFOWL'D,1,PECK,6,SAND-ATTACK,11,LEER,15,FURY ATTACK,20,KNOCK OFF,20,AERIAL ACE,26,FURY CUTTER,31,SWORDS DANCE,35,SHADOW BALL,36,AGILITY,41,SLASH,46,FALSE SWIPE,50,CURSE,55,PERISH SONG,59,BRAVE BIRD,,,,,,,,,,,,,,,,,,,,,,
168,FOWLN'TOM,1,GROWL,1,PECK,9,PURSUIT,13,FURY ATTACK,21,TRI ATTACK,25,TRIPLE KICK,33,UPROAR,37,DRILL PECK,40,AGILITY,44,BOUNCE,50,FAINT ATTACK,55,SKY UPPERCUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,DODUO,1,GROWL,1,PECK,9,PURSUIT,13,FURY ATTACK,21,TRI ATTACK,25,TRIPLE KICK,33,UPROAR,37,DRILL PECK,40,AGILITY,44,BOUNCE,50,FAINT ATTACK,55,SKY UPPERCUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,DODRIO,1,GROWL,1,PECK,9,PURSUIT,13,FURY ATTACK,21,TRI ATTACK,25,TRIPLE KICK,33,UPROAR,37,DRILL PECK,40,AGILITY,44,BOUNCE,50,FAINT ATTACK,55,SKY UPPERCUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,QUADODO,1,GROWL,1,PECK,1,DRAGON RAGE,9,PURSUIT,13,FURY ATTACK,21,TRI ATTACK,25,TRIPLE KICK,33,UPROAR,37,DRILL PECK,40,AGILITY,44,BOUNCE,50,FAINT ATTACK,55,SKY UPPERCUT,60,DRAGON CLAW,63,BRAVE BIRD,68,DRAGON DANCE,70,BLAZE KICK,,,,,,,,,,,,,,,,,,
172,DODOZEN,1,HEADBUTT,9,GROWL,17,ICY WIND,21,AURORA BEAM,25,WATER PULSE,29,REST,37,AURORA VEIL,41,ICE BEAM,49,SAFEGUARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,SEEL,1,HEADBUTT,1,HORN ATTACK,1,GROWL,1,AURORA BEAM,1,ICY WIND,1,SIGNAL BEAM,1,WATER PULSE,9,GROWL,17,ICY WIND,21,AURORA BEAM,25,WATER PULSE,27,ENCORE,29,SING,29,REST,34,SHEER COLD,40,RAIN DANCE,40,HAIL,40,MAGIC COAT,42,AURORA VEIL,51,ICE BEAM,52,CALM MIND,60,SUBSTITUTE,64,SAFEGUARD,65,HYDRO PUMP,,,,
174,DEWGONG,1,HEADBUTT,1,HORN ATTACK,1,GROWL,1,AURORA BEAM,1,ICY WIND,1,SIGNAL BEAM,1,WATER PULSE,9,GROWL,17,ICY WIND,21,AURORA BEAM,25,WATER PULSE,27,ENCORE,29,SING,29,REST,34,SHEER COLD,40,RAIN DANCE,40,HAIL,40,MAGIC COAT,42,AURORA VEIL,51,ICE BEAM,52,CALM MIND,60,SUBSTITUTE,64,SAFEGUARD,65,HYDRO PUMP,,,,
175,PRECIPED,1,HEADBUTT,1,HORN ATTACK,1,GROWL,1,AURORA BEAM,1,ICY WIND,1,SIGNAL BEAM,1,WATER PULSE,9,GROWL,17,ICY WIND,21,AURORA BEAM,25,WATER PULSE,27,ENCORE,29,SING,29,REST,34,SHEER COLD,40,RAIN DANCE,40,HAIL,40,MAGIC COAT,42,AURORA VEIL,51,ICE BEAM,52,CALM MIND,60,SUBSTITUTE,64,SAFEGUARD,65,HYDRO PUMP,,,,
176,MANATII,1,POUND,1,POISON GAS,4,HARDEN,8,DISABLE,13,SLUDGE,19,MINIMIZE,24,SCREECH,29,ACID ARMOR,33,SLUDGE BOMB,50,MEMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,GRIMER,1,POUND,1,HARDEN,1,POISON GAS,4,HARDEN,8,DISABLE,13,SLUDGE,19,MINIMIZE,24,SCREECH,29,ACID ARMOR,33,STOCKPILE,35,SLUDGE BOMB,39,PAIN SPLIT,50,MEMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,
178,MUK,1,POUND,1,HARDEN,1,POISON GAS,4,HARDEN,8,DISABLE,13,SLUDGE,19,MINIMIZE,24,SCREECH,29,ACID ARMOR,33,STOCKPILE,35,SLUDGE BOMB,39,PAIN SPLIT,45,DARK PULSE,50,MEMENTO,54,TOXIC,60,EXTRASENSORY,65,FIRE BLAST,,,,,,,,,,,,,,,,,,
179,GUNK,1,POUND,1,HARDEN,1,POISON GAS,4,HARDEN,8,DISABLE,13,SLUDGE,19,MINIMIZE,24,SCREECH,29,ACID ARMOR,33,STOCKPILE,35,SLUDGE BOMB,39,PAIN SPLIT,45,DARK PULSE,50,MEMENTO,54,TOXIC,60,EXTRASENSORY,65,FIRE BLAST,,,,,,,,,,,,,,,,,,
180,SKUM,1,TACKLE,1,WITHDRAW,8,ICICLE SPEAR,15,SUPERSONIC,22,WATER PULSE,29,PROTECT,36,ICE FANG,40,WATERFALL,45,CLAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,SHELLDER,1,TACKLE,1,WITHDRAW,8,ICICLE SPEAR,15,SUPERSONIC,22,WATER PULSE,29,PROTECT,36,ICE FANG,40,WATERFALL,43,SPIKE CANNON,48,CLAMP,53,SHEER COLD,59,CRUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,CLOYSTER,1,TACKLE,1,WITHDRAW,8,ICICLE SPEAR,15,SUPERSONIC,22,WATER PULSE,29,PROTECT,36,ICE FANG,40,WATERFALL,43,SPIKE CANNON,48,CLAMP,53,SHEER COLD,59,CRUNCH,65,IRON DEFENSE,68,EXPLOSION,,,,,,,,,,,,,,,,,,,,,,,,
183,AN'ENEMY,1,TACKLE,1,WITHDRAW,8,ICICLE SPEAR,15,SUPERSONIC,22,WATER PULSE,29,PROTECT,36,ICE FANG,40,WATERFALL,43,SPIKE CANNON,48,CLAMP,53,SHEER COLD,59,CRUNCH,65,IRON DEFENSE,68,EXPLOSION,,,,,,,,,,,,,,,,,,,,,,,,
184,GLAISHELL,1,HYPNOSIS,1,LICK,8,SPITE,13,CURSE,16,NIGHT SHADE,21,CONFUSE RAY,25,DREAM EATER,28,HYPNOSIS,30,DESTINY BOND,35,SHADOW BALL,41,NIGHTMARE,48,MEAN LOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,GASTLY,1,HYPNOSIS,1,LICK,1,SPITE,8,SPITE,13,CURSE,16,NIGHT SHADE,21,CONFUSE RAY,25,DREAM EATER,28,HYPNOSIS,30,DESTINY BOND,32,SLUDGE,35,SHADOW BALL,41,NIGHTMARE,48,DARK PULSE,50,MEAN LOOK,55,GLARE,,,,,,,,,,,,,,,,,,,,
186,HAUNTER,1,HYPNOSIS,1,LICK,1,SPITE,8,SPITE,13,CURSE,16,NIGHT SHADE,21,CONFUSE RAY,25,DREAM EATER,28,HYPNOSIS,30,DESTINY BOND,32,SLUDGE,35,SHADOW BALL,41,NIGHTMARE,48,DARK PULSE,50,MEAN LOOK,55,GLARE,,,,,,,,,,,,,,,,,,,,
187,GENGAR,1,HYPNOSIS,1,LICK,1,SPITE,8,SPITE,13,CURSE,16,NIGHT SHADE,21,CONFUSE RAY,25,DREAM EATER,28,HYPNOSIS,30,DESTINY BOND,32,SLUDGE,35,SHADOW BALL,41,NIGHTMARE,48,DARK PULSE,50,MEAN LOOK,55,GLARE,61,PSYCHIC,,,,,,,,,,,,,,,,,,
188,GENGONE,1,HYPNOSIS,1,LICK,1,SPITE,8,SPITE,13,CURSE,16,NIGHT SHADE,21,CONFUSE RAY,25,DREAM EATER,28,HYPNOSIS,30,DESTINY BOND,32,SLUDGE,35,SHADOW BALL,41,NIGHTMARE,48,DARK PULSE,50,MEAN LOOK,55,GLARE,61,PSYCHIC,,,,,,,,,,,,,,,,,,
189,POLTERGAST,1,HYPNOSIS,1,LICK,1,SPITE,8,SPITE,13,CURSE,16,NIGHT SHADE,21,CONFUSE RAY,25,DREAM EATER,28,HYPNOSIS,30,DESTINY BOND,32,SLUDGE,35,SHADOW BALL,41,NIGHTMARE,48,DARK PULSE,50,MEAN LOOK,55,GLARE,61,PSYCHIC,66,TORMENT,70,CALM MIND,,,,,,,,,,,,,,
190,GRIMM,1,TACKLE,1,SCREECH,8,BIND,12,ROCK THROW,19,HARDEN,23,RAGE,28,ROCK SLIDE,34,SANDSTORM,38,SLAM,43,IRON TAIL,47,EARTHQUAKE,51,CRUNCH,56,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,
191,ONIX,1,TACKLE,1,SCREECH,8,BIND,12,ROCK THROW,19,HARDEN,23,RAGE,28,ROCK SLIDE,30,IRON DEFENSE,34,SANDSTORM,38,SLAM,43,IRON TAIL,47,EARTHQUAKE,51,CRUNCH,56,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,
192,STEELIX,1,TACKLE,1,SCREECH,8,BIND,12,ROCK THROW,19,HARDEN,23,RAGE,28,ROCK SLIDE,30,IRON DEFENSE,34,SANDSTORM,38,SLAM,43,IRON TAIL,47,EARTHQUAKE,51,CRUNCH,56,DOUBLE-EDGE,60,CURSE,65,EXPLOSION,,,,,,,,,,,,,,,,,,,,
193,PLATNIX,1,TACKLE,1,SCREECH,8,BIND,12,ROCK THROW,19,HARDEN,23,RAGE,28,ROCK SLIDE,30,IRON DEFENSE,34,SANDSTORM,38,SLAM,43,IRON TAIL,47,EARTHQUAKE,51,CRUNCH,56,DOUBLE-EDGE,60,CURSE,65,EXPLOSION,,,,,,,,,,,,,,,,,,,,
194,OBSIDIANIX,1,TACKLE,1,SCREECH,8,BIND,12,ROCK THROW,19,HARDEN,23,RAGE,28,ROCK SLIDE,30,IRON DEFENSE,34,SANDSTORM,38,SLAM,43,IRON TAIL,47,EARTHQUAKE,51,CRUNCH,56,DOUBLE-EDGE,60,CURSE,65,EXPLOSION,70,METAL BURST,75,OUTRAGE,,,,,,,,,,,,,,,,
195,STALAGMIX,1,POUND,1,HYPNOSIS,7,DISABLE,11,CONFUSION,17,SWIFT,21,POISON GAS,27,MEDITATE,31,PSYCHIC,37,PSYCH UP,41,SHADOW BALL,47,FUTURE SIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,DROWZEE,1,POUND,1,DISABLE,1,CONFUSION,1,HYPNOSIS,1,NIGHTMARE,7,DISABLE,7,MIND READER,11,CONFUSION,17,SWIFT,21,POISON GAS,29,MEDITATE,35,PSYCHIC,41,FOUL PLAY,43,PSYCH UP,49,SHADOW BALL,50,DETECT,55,MIRROR COAT,55,SKILL SWAP,57,FUTURE SIGHT,60,EXTRASENSORY,63,SPITE,,,,,,,,,,
197,HYPNO,1,POUND,1,DISABLE,1,CONFUSION,1,HYPNOSIS,1,NIGHTMARE,7,DISABLE,7,MIND READER,11,CONFUSION,17,SWIFT,21,POISON GAS,29,MEDITATE,35,PSYCHIC,41,FOUL PLAY,43,PSYCH UP,49,SHADOW BALL,50,DETECT,55,MIRROR COAT,55,SKILL SWAP,57,FUTURE SIGHT,60,EXTRASENSORY,63,SPITE,,,,,,,,,,
198,LULLOO,1,POUND,1,DISABLE,1,CONFUSION,1,HYPNOSIS,1,NIGHTMARE,7,DISABLE,7,MIND READER,11,CONFUSION,17,SWIFT,21,POISON GAS,29,MEDITATE,35,PSYCHIC,41,FOUL PLAY,43,PSYCH UP,49,SHADOW BALL,50,DETECT,55,MIRROR COAT,55,SKILL SWAP,57,FUTURE SIGHT,60,EXTRASENSORY,63,SPITE,,,,,,,,,,
199,SOMNISOOTH,1,BUBBLE,5,LEER,12,VICEGRIP,16,HARDEN,19,BUBBLEBEAM,23,MUD SHOT,27,STOMP,34,GUILLOTINE,38,PROTECT,45,CRABHAMMER,49,FLAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,KRABBY,1,VICEGRIP,1,LEER,1,HARDEN,1,BUBBLE,1,METAL CLAW,5,LEER,12,VICEGRIP,16,HARDEN,19,BUBBLEBEAM,23,MUD SHOT,27,STOMP,30,GUILLOTINE,35,PROTECT,40,CRABHAMMER,50,FLAIL,,,,,,,,,,,,,,,,,,,,,,
201,KINGLER,1,VICEGRIP,1,LEER,1,HARDEN,1,BUBBLE,1,METAL CLAW,5,LEER,12,VICEGRIP,16,HARDEN,19,BUBBLEBEAM,23,MUD SHOT,27,STOMP,30,GUILLOTINE,35,PROTECT,40,CRABHAMMER,45,CRUSH CLAW,50,FLAIL,56,SWORDS DANCE,,,,,,,,,,,,,,,,,,
202,KRAKLAW,1,FIRE PUNCH,1,VICEGRIP,1,LEER,1,HARDEN,1,BUBBLE,1,METAL CLAW,5,LEER,12,VICEGRIP,16,HARDEN,19,BUBBLEBEAM,23,MUD SHOT,27,STOMP,30,GUILLOTINE,35,PROTECT,40,CRABHAMMER,45,CRUSH CLAW,50,FLAIL,56,SWORDS DANCE,60,FIRE BLAST,65,ERUPTION,70,EXPLOSION,,,,,,,,,,
203,TEKLAWNO,1,TACKLE,1,CHARGE,8,SCREECH,15,SONICBOOM,21,SHOCK WAVE,27,SELFDESTRUCT,32,ROLLOUT,37,LIGHT SCREEN,42,THUNDERBOLT,46,SWIFT,49,EXPLOSION,57,MIRROR COAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,VOLTORB,1,TACKLE,1,CHARGE,8,SCREECH,15,SONICBOOM,21,SHOCK WAVE,27,SELFDESTRUCT,32,ROLLOUT,37,LIGHT SCREEN,42,THUNDERBOLT,46,SWIFT,49,EXPLOSION,57,MIRROR COAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,ELECTRODE,1,TACKLE,1,CHARGE,8,SCREECH,15,SONICBOOM,21,SHOCK WAVE,27,SELFDESTRUCT,32,ROLLOUT,37,LIGHT SCREEN,42,THUNDERBOLT,46,SWIFT,49,EXPLOSION,53,HYPER VOICE,57,MIRROR COAT,60,OVERHEAT,,,,,,,,,,,,,,,,,,,,,,,,
206,ELECTRODES,1,TACKLE,1,CHARGE,8,SCREECH,15,SONICBOOM,21,SHOCK WAVE,27,SELFDESTRUCT,32,ROLLOUT,37,LIGHT SCREEN,42,THUNDERBOLT,46,SWIFT,49,EXPLOSION,53,HYPER VOICE,57,MIRROR COAT,,,,,,,,,,,,,,,,,,,,,,,,,,
207,ELECTRODEX,1,TACKLE,1,CHARGE,8,SCREECH,15,SONICBOOM,21,SHOCK WAVE,27,SELFDESTRUCT,32,ROLLOUT,37,LIGHT SCREEN,42,THUNDERBOLT,46,SWIFT,49,EXPLOSION,53,HYPER VOICE,57,MIRROR COAT,62,OVERHEAT,75,MIST BALL,,,,,,,,,,,,,,,,,,,,,,
208,ELECTRODEM,1,HYPNOSIS,1,BARRAGE,1,UPROAR,7,REFLECT,13,LEECH SEED,16,MEGA DRAIN,19,PSYWAVE,25,POISONPOWDER,25,STUN SPORE,25,SLEEP POWDER,30,PSYBEAM,38,GIGA DRAIN,42,SOLARBEAM,42,SUNNY DAY,,,,,,,,,,,,,,,,,,,,,,,,
209,EXEGGCUTE,1,HYPNOSIS,1,BARRAGE,1,UPROAR,7,REFLECT,13,LEECH SEED,16,MEGA DRAIN,19,PSYWAVE,25,POISONPOWDER,25,STUN SPORE,25,SLEEP POWDER,30,PSYBEAM,38,GIGA DRAIN,42,SOLARBEAM,42,SUNNY DAY,47,PSYCHIC,53,EARTH POWER,59,FRENZY PLANT,,,,,,,,,,,,,,,,,,
210,EXEGGUTOR,1,HYPNOSIS,1,BARRAGE,1,UPROAR,7,REFLECT,13,LEECH SEED,16,MEGA DRAIN,19,PSYWAVE,25,POISONPOWDER,25,STUN SPORE,25,SLEEP POWDER,30,PSYBEAM,38,GIGA DRAIN,42,SOLARBEAM,42,SUNNY DAY,47,PSYCHIC,53,EARTH POWER,59,FRENZY PLANT,,,,,,,,,,,,,,,,,,
211,EXEGGITY,1,HYPNOSIS,1,BARRAGE,1,UPROAR,7,REFLECT,13,LEECH SEED,16,MEGA DRAIN,19,PSYWAVE,25,POISONPOWDER,25,STUN SPORE,25,SLEEP POWDER,30,PSYBEAM,38,GIGA DRAIN,42,SOLARBEAM,42,SUNNY DAY,47,PSYCHIC,53,EARTH POWER,59,FRENZY PLANT,62,COUNTER,70,MEMENTO,,,,,,,,,,,,,,
212,EXEGGTRIC,1,GROWL,5,TAIL WHIP,9,BONE CLUB,13,HEADBUTT,17,LEER,21,FOCUS ENERGY,25,BONEMERANG,29,RAGE,33,FALSE SWIPE,37,THRASH,41,BONE RUSH,45,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,CUBONE,1,HEADBUTT,1,TAIL WHIP,1,GROWL,1,BONE CLUB,5,TAIL WHIP,9,BONE CLUB,13,HEADBUTT,17,LEER,21,FOCUS ENERGY,25,BONEMERANG,30,RAGE,32,FALSE SWIPE,39,THRASH,42,BONE RUSH,50,DOUBLE-EDGE,53,VITAL THROW,55,FRUSTRATION,,,,,,,,,,,,,,,,,,
214,MAROWAK,1,HEADBUTT,1,TAIL WHIP,1,GROWL,1,BONE CLUB,5,TAIL WHIP,9,BONE CLUB,13,HEADBUTT,17,LEER,21,FOCUS ENERGY,25,BONEMERANG,30,RAGE,32,FALSE SWIPE,39,THRASH,42,BONE RUSH,50,DOUBLE-EDGE,53,VITAL THROW,55,FRUSTRATION,58,BEAT UP,,,,,,,,,,,,,,,,
215,OSSELOBBER,1,HEADBUTT,1,TAIL WHIP,1,GROWL,1,BONE CLUB,5,TAIL WHIP,9,BONE CLUB,13,HEADBUTT,17,LEER,21,FOCUS ENERGY,25,BONEMERANG,30,RAGE,32,FALSE SWIPE,39,THRASH,42,BONE RUSH,50,DOUBLE-EDGE,53,VITAL THROW,54,SHADOW BONE,55,FRUSTRATION,58,BEAT UP,63,NIGHT SLASH,66,DESTINY BOND,66,GRUDGE,70,MEMENTO,,,,,,
216,WRAIWRATH,1,DOUBLE KICK,1,REVENGE,6,MEDITATE,11,ROLLING KICK,16,JUMP KICK,20,BRICK BREAK,21,FOCUS ENERGY,26,HI JUMP KICK,31,MIND READER,36,FORESIGHT,41,ENDURE,46,MEGA KICK,51,REVERSAL,54,BULK UP,,,,,,,,,,,,,,,,,,,,,,,,
217,HITMONLEE,1,DOUBLE KICK,1,REVENGE,6,MEDITATE,11,ROLLING KICK,16,JUMP KICK,20,BRICK BREAK,21,FOCUS ENERGY,26,HI JUMP KICK,31,MIND READER,36,FORESIGHT,38,ZEN HEADBUTT,41,ENDURE,46,MEGA KICK,51,REVERSAL,54,BULK UP,,,,,,,,,,,,,,,,,,,,,,
218,CLEEVOYANT,1,DOUBLE KICK,1,REVENGE,6,MEDITATE,11,ROLLING KICK,16,JUMP KICK,20,BRICK BREAK,21,FOCUS ENERGY,26,HI JUMP KICK,31,MIND READER,36,FORESIGHT,38,ZEN HEADBUTT,41,ENDURE,46,MEGA KICK,51,REVERSAL,54,BULK UP,58,EXTREMESPEED,63,BLAZE KICK,,,,,,,,,,,,,,,,,,
219,SPIRITULEE,1,COMET PUNCH,1,REVENGE,7,AGILITY,13,PURSUIT,20,MACH PUNCH,26,FIRE PUNCH,26,ICE PUNCH,26,THUNDERPUNCH,32,SKY UPPERCUT,38,SHADOW PUNCH,44,DETECT,45,COUNTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,HITMONCHAN,1,COMET PUNCH,1,REVENGE,7,AGILITY,13,PURSUIT,20,MACH PUNCH,26,FIRE PUNCH,26,ICE PUNCH,26,THUNDERPUNCH,32,SKY UPPERCUT,38,SHADOW PUNCH,40,MEDITATE,44,DETECT,45,COUNTER,49,FUTURE SIGHT,54,MEGA PUNCH,60,CLOSE COMBAT,65,COSMIC POWER,,,,,,,,,,,,,,,,,,
221,ENCHANCED,1,COMET PUNCH,1,REVENGE,7,AGILITY,13,PURSUIT,20,MACH PUNCH,26,FIRE PUNCH,26,ICE PUNCH,26,THUNDERPUNCH,32,SKY UPPERCUT,38,SHADOW PUNCH,40,MEDITATE,44,DETECT,45,COUNTER,49,FUTURE SIGHT,54,MEGA PUNCH,60,CLOSE COMBAT,65,COSMIC POWER,,,,,,,,,,,,,,,,,,
222,RADIACHAN,1,LICK,5,SUPERSONIC,9,DEFENSE CURL,13,KNOCK OFF,21,STOMP,23,WRAP,26,REFRESH,30,ROLLOUT,32,SLAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,LICKITUNG,1,LICK,5,SUPERSONIC,9,DEFENSE CURL,13,KNOCK OFF,21,STOMP,23,WRAP,26,REFRESH,30,ROLLOUT,32,SLAM,36,DISABLE,41,SCREECH,50,RETURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,LICKILICKY,1,LICK,1,SWEET SCENT,5,SUPERSONIC,9,DEFENSE CURL,13,KNOCK OFF,21,STOMP,23,WRAP,26,REFRESH,30,ROLLOUT,32,SLAM,36,DISABLE,41,SCREECH,46,AURORA BEAM,46,AURORA VEIL,50,RETURN,56,HAZE,60,STOCKPILE,60,SPIT UP,60,SWALLOW,62,ICE BEAM,65,BLIZZARD,,,,,,,,,,
225,LICKILOLLY,1,LICK,1,SWEET SCENT,5,SUPERSONIC,9,DEFENSE CURL,13,KNOCK OFF,21,STOMP,23,WRAP,26,REFRESH,30,ROLLOUT,32,SLAM,36,DISABLE,41,SCREECH,46,AURORA BEAM,46,AURORA VEIL,50,RETURN,56,HAZE,60,STOCKPILE,60,SPIT UP,60,SWALLOW,62,ICE BEAM,65,BLIZZARD,,,,,,,,,,
226,LICKILATO,1,TACKLE,1,POISON GAS,9,SMOG,17,SELFDESTRUCT,21,SLUDGE,25,SMOKESCREEN,33,HAZE,41,EXPLOSION,45,DESTINY BOND,49,MEMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,KOFFING,1,TACKLE,1,SELFDESTRUCT,1,SMOG,1,POISON GAS,9,SMOG,17,SELFDESTRUCT,21,SLUDGE,25,SMOKESCREEN,33,HAZE,44,EXPLOSION,51,DESTINY BOND,58,MEMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,WEEZING,1,TACKLE,1,SELFDESTRUCT,1,SMOG,1,POISON GAS,9,SMOG,17,SELFDESTRUCT,21,SLUDGE,25,SMOKESCREEN,30,HAZE,36,TRI ATTACK,44,EXPLOSION,46,SLUDGE BOMB,48,TRI ATTACK,51,DESTINY BOND,55,EXPLOSION,56,SHADOW BALL,58,MEMENTO,,,,,,,,,,,,,,,,,,
229,HEEVING,1,TACKLE,1,SELFDESTRUCT,1,SMOG,1,POISON GAS,9,SMOG,17,SELFDESTRUCT,21,SLUDGE,25,SMOKESCREEN,30,HAZE,36,TRI ATTACK,44,EXPLOSION,46,SLUDGE BOMB,48,TRI ATTACK,51,DESTINY BOND,55,EXPLOSION,56,SHADOW BALL,58,MEMENTO,61,TOXIC,64,RECOVER,,,,,,,,,,,,,,
230,CHOHKING,1,FURY ATTACK,10,STOMP,15,FURY ATTACK,20,METAL CLAW,24,SCARY FACE,29,ROCK BLAST,35,MAGNITUDE,38,HORN DRILL,42,ROCK SLIDE,46,TAKE DOWN,52,CRUSH CLAW,58,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,RHYHORN,1,STOMP,1,HORN ATTACK,1,FURY ATTACK,1,TAIL WHIP,10,STOMP,15,FURY ATTACK,20,METAL CLAW,24,SCARY FACE,29,ROCK BLAST,35,MAGNITUDE,38,HORN DRILL,42,ROCK SLIDE,46,TAKE DOWN,52,CRUSH CLAW,58,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,
232,RHYDON,1,STOMP,1,HORN ATTACK,1,FURY ATTACK,1,TAIL WHIP,10,STOMP,15,FURY ATTACK,20,METAL CLAW,24,SCARY FACE,29,ROCK BLAST,35,MAGNITUDE,38,HORN DRILL,42,ROCK SLIDE,46,TAKE DOWN,52,CRUSH CLAW,58,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,
233,RHYPERIOR,1,STOMP,1,HORN ATTACK,1,FURY ATTACK,1,TAIL WHIP,10,STOMP,15,FURY ATTACK,20,METAL CLAW,24,SCARY FACE,29,ROCK BLAST,35,MAGNITUDE,38,HORN DRILL,42,ROCK SLIDE,46,TAKE DOWN,52,CRUSH CLAW,58,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,
