TrainerID,TrainerClass,TrainerName,StructType,SlotNum,Pokemon,Level,Move1,Move2,Move3,Move4,MoveSource,Ability,HeldItem,IVs
466,ROCKET,ALMA,0,1,SEAREX,40,HORN ATTACK,FLAIL,FURY ATTACK,SLACK OFF,Level-up,SWIFT SWIM / WATER VEIL,None,0
466,ROCKET,ALMA,0,2,POLIWRATH,41,RAIN DANCE,BODY SLAM,WATERFALL,SUBMISSION,Level-up,WATER ABSORB / DAMP,None,0
467,ROCKET,SUSIE,0,1,PIDGEOT,38,WING ATTACK,FEATHERDANCE,DRILL PECK,AGILITY,Level-up,KEEN EYE,None,0
467,ROCKET,SUSIE,0,2,PERSIAN,38,FAINT ATTACK,FURY SWIPES,SLASH,CRUNCH,Level-up,LIMBER,None,0
467,ROCKET,SUSIE,0,3,RATTCHET,38,SCARY FACE,UPROAR,PURSUIT,SUPER FANG,Level-up,RUN AWAY / GUTS,None,0
467,ROCKET,SUSIE,0,4,RAICHU,39,SLAM,SPARK,AGILITY,THUNDER,Level-up,STATIC,None,0
467,ROCKET,SUSIE,0,5,VAPOREON,39,WATER GUN,QUICK ATTACK,BITE,AURORA BEAM,Level-up,WATER ABSORB,None,0
468,ROCKET,VALERIE,0,1,POLITOES,40,RAIN DANCE,BODY SLAM,WATERFALL,SUBMISSION,Level-up,WATER ABSORB / DAMP,None,0
468,ROCKET,VALERIE,0,2,SMOLDEON,40,EMBER,QUICK ATTACK,BITE,FIRE SPIN,Level-up,FLASH FIRE,None,0
468,ROCKET,VALERIE,0,3,GOGETTEY,41,MINIMIZE,SING,EGG BOMB,DEFENSE CURL,Level-up,NATURAL CURE / SERENE GRACE,None,0
469,ROCKET,GWEN,0,1,PIDGAERO,39,WING ATTACK,FEATHERDANCE,DRILL PECK,AGILITY,Level-up,KEEN EYE,None,0
469,ROCKET,GWEN,0,2,PERSIAN,39,FAINT ATTACK,FURY SWIPES,SLASH,CRUNCH,Level-up,LIMBER,None,0
469,ROCKET,GWEN,0,3,DODRIO,40,TRIPLE KICK,UPROAR,DRILL PECK,AGILITY,Level-up,RUN AWAY / EARLY BIRD,None,0
469,ROCKET,GWEN,0,4,SNEEROW,41,MIRROR MOVE,TAUNT,DRILL PECK,AGILITY,Level-up,INSOMNIA,None,0
471,RIVAL,FLINT,0,1,CHARMANDER,17,GROWL,EMBER,METAL CLAW,SMOKESCREEN,Level-up,BLAZE,None,0
471,RIVAL,FLINT,0,2,DODUO,17,GROWL,PECK,PURSUIT,FURY ATTACK,Level-up,RUN AWAY / EARLY BIRD,None,0
472,ROCKET,MISSY,0,1,SEAREX,50,SLACK OFF,WATERFALL,HORN DRILL,TAUNT,Level-up,SWIFT SWIM / WATER VEIL,None,0
472,ROCKET,MISSY,0,2,CAPRISEA,50,PSYBEAM,LIGHT SCREEN,COSMIC POWER,HYDRO PUMP,Level-up,SWIFT SWIM / WATER VEIL,None,0
473,ROCKET,IRENE,0,1,TENTACATE,50,BUBBLEBEAM,WRAP,BARRIER,SLUDGE BOMB,Level-up,CLEAR BODY / LIQUID OOZE,None,0
473,ROCKET,IRENE,0,2,LORDRA,50,DRAGONBREATH,DRAGON DANCE,WATERFALL,DRAGON CLAW,Level-up,SWIFT SWIM,None,0
473,ROCKET,IRENE,0,3,PRECIPED,51,HAIL,MAGIC COAT,AURORA VEIL,ICE BEAM,Level-up,THICK FAT,None,0
474,ROCKET,DANA,0,1,PERSIAN,29,BITE,PAY DAY,FAINT ATTACK,FURY SWIPES,Level-up,LIMBER,None,0
474,ROCKET,DANA,0,2,VILEPLUME,29,SLEEP POWDER,SWIFT,ACID,TOXIC,Level-up,CHLOROPHYLL,None,0
474,ROCKET,DANA,0,3,PIDGEOT,29,GUST,QUICK ATTACK,WHIRLWIND,WING ATTACK,Level-up,KEEN EYE,None,0
475,ROCKET,ARIANA,0,1,PIDGEOT,27,GUST,QUICK ATTACK,WHIRLWIND,WING ATTACK,Level-up,KEEN EYE,None,0
475,ROCKET,ARIANA,0,2,RATICATE,27,QUICK ATTACK,SNATCH,HYPER FANG,SCARY FACE,Level-up,RUN AWAY / GUTS,None,0
475,ROCKET,ARIANA,0,3,FORFOWL'D,27,FURY ATTACK,KNOCK OFF,AERIAL ACE,FURY CUTTER,Level-up,KEEN EYE / INNER FOCUS,None,0
475,ROCKET,ARIANA,0,4,VICTREEBEL,27,STUN SPORE,SLEEP POWDER,RAZOR LEAF,SWEET SCENT,Level-up,CHLOROPHYLL,None,0
476,ROCKET,LEAH,0,1,VICTREEBEL,31,SLEEP POWDER,RAZOR LEAF,SWEET SCENT,SLUDGE BOMB,Level-up,CHLOROPHYLL,None,0
476,ROCKET,LEAH,0,2,CLEFABLE,31,SWIFT,MINIMIZE,DEFENSE CURL,METRONOME,Level-up,CUTE CHARM,None,0
477,RIVAL,JUSTIN,0,1,NIDOKING,40,HORN ATTACK,SAND TOMB,SWAGGER,HORN DRILL,Level-up,POISON POINT,None,0
477,RIVAL,JUSTIN,0,2,KANGALLOUS,40,MEGA PUNCH,RAGE,ENDURE,BONE CLUB,Level-up,INTIMIDATE,None,0
478,ROCKET,YAZMIN,0,1,MUCKTRIBEL,43,SWEET SCENT,SLUDGE BOMB,SLAM,TOXIC,Level-up,CHLOROPHYLL,None,0
478,ROCKET,YAZMIN,0,2,RAFFLURK,43,TOXIC,PETAL DANCE,MOONLIGHT,ENERGY BALL,Level-up,LIQUID OOZE,None,0
478,ROCKET,YAZMIN,0,3,TANGATHER,43,BIND,MEGA DRAIN,STUN SPORE,SLAM,Level-up,CHLOROPHYLL,None,0
479,ROCKET,KINDRA,0,1,VILEPLUME,41,ACID,TOXIC,PETAL DANCE,MOONLIGHT,Level-up,CHLOROPHYLL,None,0
479,ROCKET,KINDRA,0,2,TANGROWTH,41,BIND,MEGA DRAIN,STUN SPORE,SLAM,Level-up,CHLOROPHYLL,None,0
479,ROCKET,KINDRA,0,3,SECTASITE,42,GROWTH,POISON JAB,X-SCISSOR,AROMATHERAPY,Level-up,EFFECT SPORE,None,0
480,ROCKET,BECKY,0,1,PLASMEON,40,THUNDERSHOCK,QUICK ATTACK,DOUBLE KICK,PIN MISSILE,Level-up,VOLT ABSORB,None,0
480,ROCKET,BECKY,0,2,GOROCHU,40,SPARK,AGILITY,THUNDER,DARK PULSE,Level-up,STATIC,None,0
481,ROCKET,CELIA,0,1,CLEFAEFAE,45,MOONLIGHT,FLASH CANNON,LIGHT SCREEN,PSYCHIC,Level-up,CUTE CHARM,None,0
511,PROF.,PROF. OAK,0,1,EKANS,5,WRAP,POISON STING,LEER,BITE,Level-up,INTIMIDATE / SHED SKIN,None,0
512,RIVAL,BRENDAN,0,1,EKANS,5,WRAP,POISON STING,LEER,BITE,Level-up,INTIMIDATE / SHED SKIN,None,0
513,RIVAL,MAY,0,1,EKANS,5,WRAP,POISON STING,LEER,BITE,Level-up,INTIMIDATE / SHED SKIN,None,0
514,RIVAL,RED,0,1,EKANS,5,WRAP,POISON STING,LEER,BITE,Level-up,INTIMIDATE / SHED SKIN,None,0
515,RIVAL,LEAF,0,1,EKANS,5,WRAP,POISON STING,LEER,BITE,Level-up,INTIMIDATE / SHED SKIN,None,0
516,ROCKET,GRUNT,0,1,HOUNDOUR,49,ROAR,BITE,ODOR SLEUTH,FAINT ATTACK,Level-up,EARLY BIRD / FLASH FIRE,None,0
516,ROCKET,GRUNT,0,2,HOUNDOUR,49,ROAR,BITE,ODOR SLEUTH,FAINT ATTACK,Level-up,EARLY BIRD / FLASH FIRE,None,0
534,STER,JOHNSON,0,1,ADNOKANA,53,AGILITY,THUNDER,LIGHT SCREEN,THUNDERBOLT,Level-up,INTIMIDATE / SHED SKIN,None,0
534,STER,JOHNSON,0,2,PLATNIX,53,SLAM,IRON TAIL,EARTHQUAKE,CRUNCH,Level-up,ROCK HEAD / STURDY,None,0
534,STER,JOHNSON,0,3,RATTARULE,54,AERIAL ACE,MIRROR MOVE,DRILL PECK,AGILITY,Level-up,POISON POINT / GUTS,None,0
537,ROCKET,GRUNT,0,1,CUBONE,37,FOCUS ENERGY,BONEMERANG,RAGE,FALSE SWIPE,Level-up,ROCK HEAD / LIGHTNINGROD,None,0
537,ROCKET,GRUNT,0,2,MAROWAK,37,FOCUS ENERGY,BONEMERANG,RAGE,FALSE SWIPE,Level-up,ROCK HEAD / LIGHTNINGROD,None,0
538,ROCKET,GRUNT,0,1,RATTATA,35,HYPER FANG,SCARY FACE,PURSUIT,SUPER FANG,Level-up,RUN AWAY / GUTS,None,0
538,ROCKET,GRUNT,0,2,RATICATE,35,HYPER FANG,SCARY FACE,PURSUIT,SUPER FANG,Level-up,RUN AWAY / GUTS,None,0
538,ROCKET,GRUNT,0,3,SANDSHREW,35,POISON STING,SLASH,MAGNITUDE,FURY SWIPES,Level-up,SAND VEIL,None,0
538,ROCKET,GRUNT,0,4,SANDSLASH,35,SLASH,MAGNITUDE,ROLLOUT,FURY SWIPES,Level-up,SAND VEIL,None,0
539,ROCKET,GRUNT,0,1,ZUBAT,38,WING ATTACK,CONFUSE RAY,POISON JAB,MEAN LOOK,Level-up,INNER FOCUS,None,0
539,ROCKET,GRUNT,0,2,ZUBAT,38,WING ATTACK,CONFUSE RAY,POISON JAB,MEAN LOOK,Level-up,INNER FOCUS,None,0
539,ROCKET,GRUNT,0,3,GOLBAT,38,WING ATTACK,CONFUSE RAY,POISON JAB,MEAN LOOK,Level-up,INNER FOCUS,None,0
540,ROCKET,GRUNT,0,1,MUK,48,STOCKPILE,SLUDGE BOMB,PAIN SPLIT,DARK PULSE,Level-up,STENCH / STICKY HOLD,None,0
540,ROCKET,GRUNT,0,2,GOLBAT,48,MEAN LOOK,CRUNCH,AERIAL ACE,HAZE,Level-up,INNER FOCUS,None,0
540,ROCKET,GRUNT,0,3,RATICATE,48,SCARY FACE,PURSUIT,SUPER FANG,POISON FANG,Level-up,RUN AWAY / GUTS,None,0
541,ROCKET,GRUNT,0,1,MACHOP,48,VITAL THROW,SUBMISSION,CROSS CHOP,BULK UP,Level-up,GUTS,None,0
541,ROCKET,GRUNT,0,2,MACHOP,48,VITAL THROW,SUBMISSION,CROSS CHOP,BULK UP,Level-up,GUTS,None,0
541,ROCKET,GRUNT,0,3,MACHOKE,48,VITAL THROW,SUBMISSION,CROSS CHOP,BULK UP,Level-up,GUTS,None,0
542,ROCKET,GRUNT,0,1,HYPNO,49,PSYCHIC,FOUL PLAY,PSYCH UP,SHADOW BALL,Level-up,INSOMNIA,None,0
542,ROCKET,GRUNT,0,2,HYPNO,49,PSYCHIC,FOUL PLAY,PSYCH UP,SHADOW BALL,Level-up,INSOMNIA,None,0
543,ROCKET,ADMIN,1,1,MUK,52,SLUDGE BOMB,PAIN SPLIT,DARK PULSE,MEMENTO,Level-up,STENCH / STICKY HOLD,SILVERPOWDER,150
543,ROCKET,ADMIN,1,2,ARBOK,53,SPIT UP,SWALLOW,HAZE,POISON JAB,Level-up,INTIMIDATE / SHED SKIN,SILVERPOWDER,150
544,ROCKET,ADMIN,1,1,GOLBAT,53,MEAN LOOK,CRUNCH,AERIAL ACE,HAZE,Level-up,INNER FOCUS,STAR PIECE,200
544,ROCKET,ADMIN,1,2,WEEZING,54,EXPLOSION,SLUDGE BOMB,TRI ATTACK,DESTINY BOND,Level-up,LEVITATE,SILVERPOWDER,200
555,RIVAL,BRYCE,0,1,NIDORINO,36,BITE,POISON TAIL,HORN ATTACK,SAND TOMB,Level-up,POISON POINT,None,0
555,RIVAL,BRYCE,0,2,RATICATE,36,HYPER FANG,SCARY FACE,PURSUIT,SUPER FANG,Level-up,RUN AWAY / GUTS,None,0
555,RIVAL,BRYCE,0,3,SANDSLASH,36,SLASH,MAGNITUDE,ROLLOUT,FURY SWIPES,Level-up,SAND VEIL,None,0
556,ROCKET,CLAIRE,0,1,MEOWTH,35,PAY DAY,FAINT ATTACK,FURY SWIPES,SLASH,Level-up,PICKUP,None,0
556,ROCKET,CLAIRE,0,2,MEOWTH,35,PAY DAY,FAINT ATTACK,FURY SWIPES,SLASH,Level-up,PICKUP,None,0
556,ROCKET,CLAIRE,0,3,PIKACHU,35,DOUBLE TEAM,SLAM,SPARK,AGILITY,Level-up,STATIC,None,0
556,ROCKET,CLAIRE,0,4,CLEFAIRY,35,MINIMIZE,DEFENSE CURL,METRONOME,COSMIC POWER,Level-up,CUTE CHARM,None,0
559,CLASS#100,ALEXIS,0,1,STARYU,34,BUBBLEBEAM,MINIMIZE,PSYBEAM,LIGHT SCREEN,Level-up,ILLUMINATE / NATURAL CURE,None,0
559,CLASS#100,ALEXIS,0,2,STARYU,34,BUBBLEBEAM,MINIMIZE,PSYBEAM,LIGHT SCREEN,Level-up,ILLUMINATE / NATURAL CURE,None,0
559,CLASS#100,ALEXIS,0,3,KRABBY,34,BUBBLEBEAM,MUD SHOT,STOMP,GUILLOTINE,Level-up,HYPER CUTTER / SHELL ARMOR,None,0
559,CLASS#100,ALEXIS,0,4,KRABBY,34,BUBBLEBEAM,MUD SHOT,STOMP,GUILLOTINE,Level-up,HYPER CUTTER / SHELL ARMOR,None,0
567,ROCKET,GRUNT,0,1,RATTATA,48,SCARY FACE,PURSUIT,SUPER FANG,ENDEAVOR,Level-up,RUN AWAY / GUTS,None,0
567,ROCKET,GRUNT,0,2,GRIMER,48,ACID ARMOR,STOCKPILE,SLUDGE BOMB,PAIN SPLIT,Level-up,STENCH / STICKY HOLD,None,0
567,ROCKET,GRUNT,0,3,MUK,48,STOCKPILE,SLUDGE BOMB,PAIN SPLIT,DARK PULSE,Level-up,STENCH / STICKY HOLD,None,0
568,ROCKET,GRUNT,1,1,KOFFING,49,SLUDGE,SMOKESCREEN,HAZE,EXPLOSION,Level-up,LEVITATE,OLD ROD,0
569,ROCKET,GRUNT,0,1,EKANS,48,STOCKPILE,SPIT UP,SWALLOW,HAZE,Level-up,INTIMIDATE / SHED SKIN,None,50
569,ROCKET,GRUNT,0,2,GLOOM,48,PETAL DANCE,MOONLIGHT,ENERGY BALL,SLUDGE BOMB,Level-up,CHLOROPHYLL,None,50
569,ROCKET,GRUNT,0,3,GLOOM,48,PETAL DANCE,MOONLIGHT,ENERGY BALL,SLUDGE BOMB,Level-up,CHLOROPHYLL,None,50
597,NGER,BETH,0,1,BELLSPROUT,38,RAZOR LEAF,SWEET SCENT,SLUDGE BOMB,SLAM,Level-up,CHLOROPHYLL,None,100
597,NGER,BETH,0,2,GLOOM,38,ACID,TOXIC,PETAL DANCE,MOONLIGHT,Level-up,CHLOROPHYLL,None,100
597,NGER,BETH,0,3,GLOOM,38,ACID,TOXIC,PETAL DANCE,MOONLIGHT,Level-up,CHLOROPHYLL,None,100
609,EEDER,BETHANY,0,1,CHANSEY,50,SING,EGG BOMB,DEFENSE CURL,LIGHT SCREEN,Level-up,NATURAL CURE / SERENE GRACE,None,30
618,RIVAL,RILEY,0,1,PINSIR,49,KNOCK OFF,METAL CLAW,SUBMISSION,SWORDS DANCE,Level-up,HYPER CUTTER,None,0
618,RIVAL,RILEY,0,2,HERACROSS,50,FURY SWIPES,AGILITY,ICY WIND,SLASH,Level-up,SWARM / GUTS,None,0
619,ROCKET,MARCY,0,1,PARAS,48,POISON JAB,X-SCISSOR,AROMATHERAPY,SPORE,Level-up,EFFECT SPORE,None,0
619,ROCKET,MARCY,0,2,PARAS,48,POISON JAB,X-SCISSOR,AROMATHERAPY,SPORE,Level-up,EFFECT SPORE,None,0
619,ROCKET,MARCY,0,3,PARASECT,49,X-SCISSOR,AROMATHERAPY,SPORE,ROCK SLIDE,Level-up,EFFECT SPORE,None,0
621,ROCKET,KELSEY,0,1,NIDORAN+,21,POISON STING,DOUBLE KICK,TAIL WHIP,GROWL,Level-up,POISON POINT,None,20
621,ROCKET,KELSEY,0,2,NIDORAN,21,POISON STING,DOUBLE KICK,TAIL WHIP,GROWL,Level-up,POISON POINT,None,20
622,ROCKET,KELSEY,0,1,NIDORINO,29,DOUBLE KICK,POISON STING,BITE,POISON TAIL,Level-up,POISON POINT,None,60
622,ROCKET,KELSEY,0,2,NIDORINA,29,DOUBLE KICK,POISON STING,BITE,POISON TAIL,Level-up,POISON POINT,None,60
623,ROCKET,KELSEY,0,1,NIDORINO,49,SWAGGER,HORN DRILL,POISON JAB,EARTHQUAKE,Level-up,POISON POINT,None,80
623,ROCKET,KELSEY,0,2,NIDORINA,49,FLATTER,CRUNCH,POISON JAB,EARTHQUAKE,Level-up,POISON POINT,None,80
624,RIVAL,RICKY,0,1,SQUIRTLE,22,WITHDRAW,WATER GUN,BITE,RAPID SPIN,Level-up,TORRENT,None,20
625,RIVAL,RICKY,0,1,WARTORTLE,30,WATER GUN,BITE,RAPID SPIN,BUBBLEBEAM,Level-up,TORRENT,None,60
626,RIVAL,RICKY,0,1,WARTORTLE,55,BUBBLEBEAM,PROTECT,RAIN DANCE,SKULL BASH,Level-up,TORRENT,None,120
627,RIVAL,JEFF,0,1,SPEAROW,21,GROWL,PECK,LEER,FURY ATTACK,Level-up,KEEN EYE,None,20
627,RIVAL,JEFF,0,2,RATICATE,21,QUICK ATTACK,SNATCH,HYPER FANG,SCARY FACE,Level-up,RUN AWAY / GUTS,None,20
628,RIVAL,JEFF,0,1,FEAROW,29,LEER,FURY ATTACK,PURSUIT,MIRROR MOVE,Level-up,KEEN EYE,None,60
628,RIVAL,JEFF,0,2,RATICATE,29,QUICK ATTACK,SNATCH,HYPER FANG,SCARY FACE,Level-up,RUN AWAY / GUTS,None,60
629,RIVAL,JEFF,0,1,FEAROW,54,DRILL PECK,AGILITY,NIGHT SLASH,CALM MIND,Level-up,KEEN EYE,None,120
629,RIVAL,JEFF,0,2,RATICATE,54,PURSUIT,SUPER FANG,POISON FANG,ENDEAVOR,Level-up,RUN AWAY / GUTS,None,120
630,ROCKET,ISABELLE,0,1,PIDGEOTTO,21,SAND-ATTACK,GUST,QUICK ATTACK,WHIRLWIND,Level-up,KEEN EYE,None,20
630,ROCKET,ISABELLE,0,2,PIDGEOTTO,21,SAND-ATTACK,GUST,QUICK ATTACK,WHIRLWIND,Level-up,KEEN EYE,None,20
630,ROCKET,ISABELLE,0,3,PIDGEY,18,TACKLE,SAND-ATTACK,GUST,QUICK ATTACK,Level-up,KEEN EYE,None,20
631,ROCKET,ISABELLE,0,1,PIDGEOTTO,29,GUST,QUICK ATTACK,WHIRLWIND,WING ATTACK,Level-up,KEEN EYE,None,60
631,ROCKET,ISABELLE,0,2,PIDGEOTTO,29,GUST,QUICK ATTACK,WHIRLWIND,WING ATTACK,Level-up,KEEN EYE,None,60
631,ROCKET,ISABELLE,0,3,PIDGEOTTO,26,SAND-ATTACK,GUST,QUICK ATTACK,WHIRLWIND,Level-up,KEEN EYE,None,60
632,ROCKET,ISABELLE,0,1,PIDGEOTTO,47,FEATHERDANCE,DRILL PECK,AGILITY,MIRROR MOVE,Level-up,KEEN EYE,None,80
632,ROCKET,ISABELLE,0,2,PIDGEOTTO,47,FEATHERDANCE,DRILL PECK,AGILITY,MIRROR MOVE,Level-up,KEEN EYE,None,80
632,ROCKET,ISABELLE,0,3,PIDGEOT,50,DRILL PECK,AGILITY,MIRROR MOVE,STEEL WING,Level-up,KEEN EYE,None,80
637,RIVAL,CHRIS,0,1,GROWLITHE,24,ROAR,EMBER,LEER,ODOR SLEUTH,Level-up,INTIMIDATE / FLASH FIRE,None,40
637,RIVAL,CHRIS,0,2,CHARMANDER,24,EMBER,METAL CLAW,SMOKESCREEN,FIRE SPIN,Level-up,BLAZE,None,40
638,RIVAL,CHRIS,0,1,GROWLITHE,29,EMBER,LEER,ODOR SLEUTH,FLAME WHEEL,Level-up,INTIMIDATE / FLASH FIRE,None,60
638,RIVAL,CHRIS,0,2,CHARMELEON,29,EMBER,METAL CLAW,SMOKESCREEN,SCARY FACE,Level-up,BLAZE,None,60
639,RIVAL,CHRIS,0,1,ARCANINE,54,BLAZE KICK,EXTREMESPEED,SLASH,IRON TAIL,Level-up,INTIMIDATE / FLASH FIRE,None,120
639,RIVAL,CHRIS,0,2,CHARMELEON,54,FLAMETHROWER,WING ATTACK,SLASH,DRAGONBREATH,Level-up,BLAZE,None,120
640,ROCKET,ALICIA,0,1,MEOWTH,25,BITE,PAY DAY,FAINT ATTACK,FURY SWIPES,Level-up,PICKUP,None,40
641,ROCKET,ALICIA,0,1,PERSIAN,30,BITE,PAY DAY,FAINT ATTACK,FURY SWIPES,Level-up,LIMBER,None,60
642,ROCKET,ALICIA,0,1,PERSIAN,55,FAKE OUT,COUNTER,SWAGGER,PSYCHIC,Level-up,LIMBER,None,120
654,RIVAL,LUCA,0,1,ELECTRODE,33,SONICBOOM,SHOCK WAVE,SELFDESTRUCT,ROLLOUT,Level-up,SOUNDPROOF / STATIC,None,60
654,RIVAL,LUCA,0,2,ELECTRODE,33,SONICBOOM,SHOCK WAVE,SELFDESTRUCT,ROLLOUT,Level-up,SOUNDPROOF / STATIC,None,60
658,ROCKET,SUSIE,0,1,PIDGEOTTO,27,GUST,QUICK ATTACK,WHIRLWIND,WING ATTACK,Level-up,KEEN EYE,None,60
658,ROCKET,SUSIE,0,2,MEOWTH,27,BITE,PAY DAY,FAINT ATTACK,FURY SWIPES,Level-up,PICKUP,None,60
658,ROCKET,SUSIE,0,3,RATICATE,27,QUICK ATTACK,SNATCH,HYPER FANG,SCARY FACE,Level-up,RUN AWAY / GUTS,None,60
658,ROCKET,SUSIE,0,4,PIKACHU,27,QUICK ATTACK,DOUBLE TEAM,SLAM,SPARK,Level-up,STATIC,None,60
658,ROCKET,SUSIE,0,5,MEOWTH,27,BITE,PAY DAY,FAINT ATTACK,FURY SWIPES,Level-up,PICKUP,None,60
659,ROCKET,SUSIE,0,1,PIDGEOTTO,47,FEATHERDANCE,DRILL PECK,AGILITY,MIRROR MOVE,Level-up,KEEN EYE,None,80
659,ROCKET,SUSIE,0,2,PERSIAN,47,CRUNCH,FAKE OUT,COUNTER,SWAGGER,Level-up,LIMBER,None,80
659,ROCKET,SUSIE,0,3,RATICATE,47,SCARY FACE,PURSUIT,SUPER FANG,POISON FANG,Level-up,RUN AWAY / GUTS,None,80
659,ROCKET,SUSIE,0,4,PIKACHU,47,AGILITY,THUNDER,LIGHT SCREEN,THUNDERBOLT,Level-up,STATIC,None,80
659,ROCKET,SUSIE,0,5,PERSIAN,47,CRUNCH,FAKE OUT,COUNTER,SWAGGER,Level-up,LIMBER,None,80
660,ROCKET,SUSIE,0,1,PIDGEOT,52,AGILITY,MIRROR MOVE,STEEL WING,VOLT TACKLE,Level-up,KEEN EYE,None,120
660,ROCKET,SUSIE,0,2,PERSIAN,52,FAKE OUT,COUNTER,SWAGGER,PSYCHIC,Level-up,LIMBER,None,120
660,ROCKET,SUSIE,0,3,RATICATE,52,PURSUIT,SUPER FANG,POISON FANG,ENDEAVOR,Level-up,RUN AWAY / GUTS,None,120
660,ROCKET,SUSIE,0,4,RAICHU,52,LIGHT SCREEN,KNOCK OFF,FOUL PLAY,THUNDERBOLT,Level-up,STATIC,None,120
660,ROCKET,SUSIE,0,5,PERSIAN,52,FAKE OUT,COUNTER,SWAGGER,PSYCHIC,Level-up,LIMBER,None,120
669,ROCKET,BECKY,0,1,PIKACHU,32,QUICK ATTACK,DOUBLE TEAM,SLAM,SPARK,Level-up,STATIC,None,60
669,ROCKET,BECKY,0,2,RAICHU,32,QUICK ATTACK,DOUBLE TEAM,SLAM,SPARK,Level-up,STATIC,None,60
670,ROCKET,BECKY,0,1,PIKACHU,49,AGILITY,THUNDER,LIGHT SCREEN,THUNDERBOLT,Level-up,STATIC,None,80
670,ROCKET,BECKY,0,2,RAICHU,49,DARK PULSE,TORMENT,LIGHT SCREEN,KNOCK OFF,Level-up,STATIC,None,80
671,ROCKET,BECKY,0,1,RAICHU,54,LIGHT SCREEN,KNOCK OFF,FOUL PLAY,THUNDERBOLT,Level-up,STATIC,None,120
671,ROCKET,BECKY,0,2,RAICHU,54,LIGHT SCREEN,KNOCK OFF,FOUL PLAY,THUNDERBOLT,Level-up,STATIC,None,120
684,ROCKET,MISSY,0,1,SEAKING,49,SLACK OFF,WATERFALL,HORN DRILL,TAUNT,Level-up,SWIFT SWIM / WATER VEIL,None,80
684,ROCKET,MISSY,0,2,SEAKING,49,SLACK OFF,WATERFALL,HORN DRILL,TAUNT,Level-up,SWIFT SWIM / WATER VEIL,None,80
685,ROCKET,MISSY,0,1,SEAKING,54,WATERFALL,HORN DRILL,TAUNT,FLATTER,Level-up,SWIFT SWIM / WATER VEIL,None,120
685,ROCKET,MISSY,0,2,SEAKING,54,WATERFALL,HORN DRILL,TAUNT,FLATTER,Level-up,SWIFT SWIM / WATER VEIL,None,120
732,ER+,MATTHEW,0,1,POLIWHIRL,49,SUBMISSION,BULK UP,ICE PUNCH,MEGA PUNCH,Level-up,WATER ABSORB / DAMP,None,80
732,ER+,MATTHEW,0,2,POLIWRATH,49,SUBMISSION,BULK UP,ICE PUNCH,MEGA PUNCH,Level-up,WATER ABSORB / DAMP,None,80
735,ELITE FOUR,LORELEI,3,1,DEWGONG,64,ICE BEAM,SURF,SIGNAL BEAM,DOUBLE TEAM,Custom,THICK FAT,None,255
735,ELITE FOUR,LORELEI,3,2,CLOYSTER,63,ICE BEAM,SURF,SUPERSONIC,RAIN DANCE,Custom,SHELL ARMOR,None,255
735,ELITE FOUR,LORELEI,3,3,PILOSWINE,63,BLIZZARD,EARTHQUAKE,DOUBLE-EDGE,ROCK SLIDE,Custom,OBLIVIOUS,None,255
735,ELITE FOUR,LORELEI,3,4,JYNX,66,ICE BEAM,PSYCHIC,LOVELY KISS,ATTRACT,Custom,OBLIVIOUS,None,255
735,ELITE FOUR,LORELEI,3,5,LAPRAS,66,ICE BEAM,SURF,PSYCHIC,THUNDER,Custom,WATER ABSORB / SHELL ARMOR,CHERI BERRY,255
736,ELITE FOUR,BRUNO,3,1,STEELIX,65,EARTHQUAKE,IRON TAIL,CRUNCH,ROCK TOMB,Custom,ROCK HEAD / STURDY,None,255
736,ELITE FOUR,BRUNO,3,2,HITMONCHAN,65,SKY UPPERCUT,MACH PUNCH,ROCK SLIDE,COUNTER,Custom,KEEN EYE,None,255
736,ELITE FOUR,BRUNO,3,3,HITMONLEE,65,MEGA KICK,FORESIGHT,EARTHQUAKE,ROCK SLIDE,Custom,LIMBER,None,255
736,ELITE FOUR,BRUNO,3,4,STEELIX,66,EARTHQUAKE,IRON TAIL,CRUNCH,DRAGONBREATH,Custom,ROCK HEAD / STURDY,None,255
736,ELITE FOUR,BRUNO,3,5,MACHAMP,68,CROSS CHOP,EARTHQUAKE,BRICK BREAK,ROCK SLIDE,Custom,GUTS,PERSIM BERRY,255
737,ELITE FOUR,AGATHA,3,1,GENGAR,66,SHADOW BALL,PSYCHIC,CONFUSE RAY,HYPNOSIS,Custom,LEVITATE,None,255
737,ELITE FOUR,AGATHA,3,2,CROBAT,66,SLUDGE BOMB,AIR CUTTER,SHADOW BALL,CONFUSE RAY,Custom,INNER FOCUS,None,255
737,ELITE FOUR,AGATHA,3,3,MISDREAVUS,65,SHADOW BALL,PSYCHIC,THUNDERBOLT,ATTRACT,Custom,LEVITATE,None,255
737,ELITE FOUR,AGATHA,3,4,ARBOK,68,SLUDGE BOMB,EARTHQUAKE,GIGA DRAIN,DOUBLE TEAM,Custom,INTIMIDATE / SHED SKIN,None,255
737,ELITE FOUR,AGATHA,3,5,GENGAR,70,SHADOW BALL,PSYCHIC,THUNDERBOLT,SLUDGE BOMB,Custom,LEVITATE,CHESTO BERRY,255
738,ELITE FOUR,LANCE,3,1,GYARADOS,68,HYPER BEAM,DRAGON DANCE,EARTHQUAKE,THUNDER WAVE,Custom,INTIMIDATE / TORRENT,None,255
